"id","OVERALL_PICK","Duration","PlayingStatus","LABEL","WC","Analytic","Clout","Authentic","Tone","WPS","BigWords","Dic","Linguistic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","det","article","number","prep","auxverb","adverb","conj","negate","verb","adj","quantity","Drives","affiliation","achieve","power","Cognition","allnone","cogproc","insight","cause","discrep","tentat","certitude","differ","memory","Affect","tone_pos","tone_neg","emotion","emo_pos","emo_neg","emo_anx","emo_anger","emo_sad","swear","Social","socbehav","prosocial","polite","conflict","moral","comm","socrefs","family","friend","female","male","Culture","politic","ethnicity","tech","Lifestyle","leisure","home","work","money","relig","Physical","health","illness","wellness","mental","substances","sexual","food","death","need","want","acquire","lack","fulfill","fatigue","reward","risk","curiosity","allure","Perception","attention","motion","space","visual","auditory","feeling","time","focuspast","focuspresent","focusfuture","Conversation","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","QMark","Exclam","Apostro","OtherP","Emoji"
1119,1000,NA,"","N",663,46.7,66.64,59.59,70.04,13,9.05,93.21,75.57,62.9,19.46,12.67,3.62,4.52,0,2.71,1.81,6.79,14.93,7.69,0.9,15.84,6.33,4.07,9.95,1.36,14.93,4.52,1.81,8.6,4.98,2.71,0.9,10.41,0.9,9.5,0.9,0.9,1.81,2.26,0.45,4.52,0,5.88,4.52,1.36,2.26,1.81,0.45,0,0,0.45,0,11.31,1.81,0.45,0,0,0,0.9,9.5,0,0,0,3.17,0,0,0,0,2.26,0.45,0,1.81,0,0,0.45,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,9.95,13.12,0,2.71,9.5,0,0.45,1.36,2.71,3.62,3.62,0.45,0.45,0,0.45,0,0,14.93,6.79,4.98,0.9,0,2.26,0,0
1120,38,3,"","Y",2457,19.46,79.25,18.53,86.15,11.7,10.3,94.34,77.94,61.95,19.13,13.31,4.48,5.09,0.33,0.73,2.52,5.82,13.84,8.42,0.45,12.05,10.87,8.63,7.45,2.32,22.26,6.39,5.05,10.38,7,2.56,0.98,14.12,1.3,12.49,1.34,0.45,2.12,2.2,2.69,2.97,0.16,9.04,6.76,2.28,2.32,1.51,0.81,0.16,0.49,0.16,0,12.94,3.09,2.08,0,0.49,0.49,0.41,11.44,0,0,0,1.3,0,0,0,0,2.73,2.04,0,0.57,0.12,0.12,0.16,0,0,0,0,0,0,0,0,1.3,0.16,1.3,0,0,0,0.81,0.49,0,9.16,6.27,0.45,0.94,3.99,0.85,0,0.16,2.32,4.84,7.24,3.05,1.91,0,1.75,0.16,0,20.72,8.38,5.58,0.16,0,6.43,0.16,0
1121,1000,0,"STILL PLAYING","Y",4869,30.27,53.05,66.69,87.11,16.45,12.04,95.24,78.95,64.63,21.67,14.25,7.89,3.22,1.19,0.49,1.36,7.41,13.7,6.41,1.62,16.39,9.69,5.87,7.41,1.52,19.88,5.2,3.16,9.69,5.05,3.22,1.54,10.54,1.07,9.1,2.01,0.82,1.27,2.26,0.12,2.9,0,6.14,5.3,0.72,1.68,1.19,0.37,0,0,0.12,0,12.57,3.51,1.33,0,0,0.35,1.29,10.06,0,0.1,0,1.52,0.25,0.12,0.12,0,4.44,2.92,0,1.4,0.12,0,0.23,0.12,0,0,0,0,0,0.1,0,0.39,0.6,1.17,0.25,0.12,0,1.11,0,0,9.26,9.39,1.03,1.46,5.05,0.47,0.37,1.31,2.96,6.72,4.4,2.75,0.25,0.12,0.12,0,0,14.89,5.59,5.11,0.49,0,3.45,0.25,0
1122,1000,NA,"","N",3120,14.5,96.04,39.59,58.36,16.6,10.26,95.64,81.67,65.51,22.31,13.85,3.08,6.15,0.64,1.03,2.95,8.46,15.77,6.03,0.77,13.33,10.13,8.85,7.18,1.41,22.18,5.26,4.87,11.92,7.82,2.69,1.54,11.92,0.9,11.03,2.82,1.54,1.41,1.79,2.05,1.54,0.38,4.87,3.59,1.15,1.67,0.9,0.64,0.38,0.13,0,0,13.97,2.44,1.15,0,0.13,0.13,1.03,12.56,0.26,0,0,1.28,0,0,0,0,3.33,1.92,0,1.41,0,0,0.38,0,0,0,0,0,0,0.26,0,0.9,0.26,1.15,0,0.13,0,0.64,0,0,6.79,8.97,0.64,1.79,5.64,0.13,0.51,0.38,4.23,4.87,6.41,4.36,0,0,0,0,0,14.49,6.03,3.33,0,0,4.49,0.64,0
1123,1000,3,"","Y",552,25.21,28.14,99,30.05,11.5,9.42,92.03,81.88,60.87,22.46,15.94,11.59,2.9,0,0,1.45,6.52,15.22,7.25,0.72,15.22,11.59,3.62,10.14,0,26.81,3.62,5.8,5.07,3.62,0.72,0.72,5.8,1.45,4.35,1.45,0.72,0,0,0,1.45,0.72,3.62,2.17,1.45,1.45,1.45,0,0,0,0,0,12.32,5.07,0.72,0,0,0,2.17,7.97,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.62,0,0,0,0,0,0,6.52,14.49,0,6.52,10.14,0,0,0,3.62,6.52,5.8,0.72,0,0,0,0,0,19.57,8.7,3.62,0,0,7.25,0,0
1124,29,18,"","Y",702,18.87,95.32,54.92,99,10.64,7.69,96.58,77.78,60.68,19.66,14.53,3.42,4.27,2.56,4.27,0,5.13,11.97,7.69,0.85,9.4,13.68,3.42,7.69,0.85,22.22,9.4,5.13,10.26,5.13,0.85,4.27,7.69,0,7.69,1.71,0.85,1.71,0,0.85,2.56,0,10.26,10.26,0,0.85,0.85,0,0,0,0,0,16.24,4.27,1.71,0,0,1.71,0,12.82,0,0,0,4.27,0,0,0,0,5.98,5.13,0,0.85,0,0,0.85,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,15.38,12.82,0,5.13,9.4,0,0,1.71,2.56,1.71,10.26,3.42,0.85,0,0.85,0,0,15.38,9.4,4.27,0,0,1.71,0,0
1125,39,2,"STILL PLAYING","Y",4051,7.3,37.37,55.69,98.91,12.35,10.96,95.61,83.81,67.09,21.97,13.87,7.41,3.28,0.42,2.22,0.54,8.1,13.7,5.21,1.16,12,9.48,10.44,9.26,1.8,21.53,5.8,5.88,8.29,4.49,3.23,0.64,13.95,2.22,11.73,3.01,0.91,2.3,1.46,1.23,2.96,0,9.55,8.39,1.09,2.72,2.3,0.35,0.2,0.15,0,0,11.13,3.21,1.04,0,0.15,0.44,0.59,8,0.15,0,0,2.89,0.07,0,0.07,0,4.37,2.59,0.07,1.7,0,0,0.44,0.07,0,0,0,0,0,0.22,0,0.52,0.47,1.09,0.39,0,0,0.64,0.22,0.07,9.01,6.42,0.32,1.01,4.32,0.52,0.12,0.79,4.71,5.58,5.75,1.58,0.15,0.15,0,0,0,17.87,8.24,4.27,0,0,4.1,1.26,0
1126,6,10,"","Y",338,16.16,3.2,84.31,75.49,9.66,20.71,94.08,79.88,62.43,19.53,13.61,10.65,0.3,0.3,0.89,1.48,5.92,13.91,6.8,0.3,12.43,12.43,10.95,4.44,1.48,24.56,6.51,4.14,4.44,0.59,2.37,1.78,13.91,1.48,12.43,2.07,1.48,0.59,1.48,3.85,2.96,0,6.51,5.03,1.48,1.48,0.89,0.59,0,0.3,0,0,5.92,2.07,0.3,0,0.3,0.3,0.59,3.85,0,0,0,1.18,0,0,0,0,4.73,1.48,0,2.96,0.3,0.3,1.18,0.59,0,0.3,0,0,0,0,0,0.59,0,1.78,0,0,0,0,0,0,7.1,11.54,0.3,1.18,6.51,1.78,0,2.07,1.78,5.03,7.99,0.89,0.59,0,0.59,0,0,20.41,10.36,4.14,0,0,5.92,0,0
1127,12,15,"","Y",2175,31.43,88.66,57.58,99,12.02,9.2,97.7,79.77,61.2,18.71,12.69,3.26,3.86,2.9,0.32,1.7,6.02,15.45,8.18,1.06,13.06,14.25,4.69,3.95,2.57,25.01,7.08,10.8,12.18,6.3,4.14,2.39,15.77,1.33,14.44,5.38,0.51,2.25,1.61,1.01,4.23,0,11.26,10.11,1.15,1.89,1.89,0,0,0,0,0,14.48,2.62,1.79,0,0,0,0.51,13.01,0,0.32,0,0.74,0,0,0,0,4.32,2.99,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0.97,0,2.21,0,0.32,0,1.06,0.09,0,15.17,5.98,0,1.2,4.74,0,0.32,0.64,2.94,5.98,4.97,3.36,0.32,0,0.32,0,0,23.08,8.6,6.94,0,0,7.22,0.32,0
1128,42,1,"","Y",18998,32.31,84.73,36.93,69.18,14.52,10.05,92.88,78.74,61.43,19.9,14.33,4.66,4.27,0.39,2.92,2.04,5.57,14.95,7.18,1.79,13.89,9.12,6.52,7.38,0.77,20.72,7.05,6.97,8.59,5.46,2.12,1.11,11.11,0.94,10.14,1.89,0.93,1.42,1.63,1.37,2.12,0,5.48,4.27,1.16,1.12,0.84,0.23,0,0.16,0.04,0,13.22,2.59,1.13,0.03,0.33,0.25,0.68,11.37,0.02,0.03,0,3.22,0.03,0,0.01,0.02,3.82,2.47,0.08,1.23,0.08,0,0.28,0.06,0,0,0,0,0,0.03,0.02,0.45,0.24,1.51,0.03,0.05,0,0.36,0.07,0.04,8.95,9.34,0.38,2.01,6.3,0.77,0.08,0.51,3.64,6.65,5.65,1.37,0.44,0.08,0.32,0.05,0,17.04,7.17,6.22,0.02,0.02,3.59,0.02,0
1129,1000,NA,"","N",1131,33.22,52.72,49.4,90.79,13.96,10.61,94.43,80.37,61.8,18.04,10.08,5.31,3.71,0.27,0,0.53,7.96,15.12,6.63,0.53,15.65,9.81,8.75,6.9,1.06,22.81,5.04,6.1,11.14,5.57,4.77,0.8,12.47,2.12,10.34,1.86,1.33,2.12,1.33,1.33,1.86,0,5.57,5.31,0.27,0.53,0.53,0,0,0,0,0,9.02,3.18,1.33,0,0,0.27,1.33,6.37,0,0,0,0,0,0,0,0,5.31,1.33,0,2.92,0.8,0.27,0.27,0,0,0,0,0,0,0.27,0,0,0.53,2.92,0,0.8,0,1.86,0,0,7.16,6.63,0.8,1.86,4.51,0,0,0.27,4.77,5.31,5.04,3.45,0.53,0,0.53,0,0,18.3,7.16,3.98,0,0,5.04,2.12,0
1130,1000,NA,"","N",1400,7.34,68.43,61.4,95.9,18.42,17.43,94,79.71,62.86,22.86,14.29,4.57,4.57,0.29,0,4.86,8.57,11.43,4,0,12.86,10.86,8.86,8.57,1.43,22.57,7.14,3.43,10.29,5.43,2,2.86,16.86,1.14,15.71,2.86,0.86,1.43,4,2.57,4.29,0,7.71,6.86,0.86,1.14,1.14,0,0,0,0,0,10.86,0.86,0.29,0,0.29,0.29,0,10.29,0,0,0,0,0,0,0,0,4.86,4,0,0.86,0,0,1.14,0.29,0,0,0,0,0,0,0,2,0,1.71,0,0,0,0,0,0,8.86,8.86,1.71,2,4.86,1.14,0,0.29,2.57,2.29,7.71,2.57,0.86,0,0.86,0,0,20.29,5.43,7.71,0,0,6.29,0.86,0
1131,1000,NA,"","N",1126,17.2,66.19,86.34,51.71,16.56,11.9,95.29,83.13,64.3,20.78,15.45,7.99,5.15,1.24,1.07,0,5.33,15.45,6.75,1.42,11.9,7.28,9.15,9.15,1.33,22.29,6.31,5.77,10.3,6.13,2.75,1.78,14.39,1.24,13.14,5.15,2.4,0.89,2.84,1.07,2.31,0,2.75,2.4,0.36,0.36,0,0.36,0,0.36,0,0,12.34,3.64,0.98,0,0.62,0,1.07,9.68,0,0,0,1.6,0,0,0,0,2.49,0.98,0,1.24,0.27,0,1.07,0.71,0.71,0,0,0,0,0,0,1.42,0,0.71,0,0.36,0,0.36,0,0,7.19,8.26,1.07,1.6,5.6,0.36,0,0.36,3.46,4.97,3.11,2.75,0,0,0,0,0,13.59,6.04,4.62,0,0,2.93,0,0
1132,42,3,"STILL PLAYING","Y",632,28.5,78.74,33.82,90.96,12.15,15.19,93.04,77.22,57.59,17.72,13.92,3.8,2.53,0.63,4.43,2.53,3.8,14.56,7.59,0.63,11.39,10.76,9.49,3.8,1.27,18.99,10.76,4.43,8.23,3.8,3.8,1.9,19.62,1.9,17.72,3.8,0.63,1.9,4.43,3.8,3.16,0,6.33,5.7,0.63,1.9,1.27,0.63,0,0.63,0,0,15.19,3.16,0.63,0,0.63,0,0.63,12.03,0,0.63,0,5.06,0,0,0,0,8.86,4.43,0,4.43,0,0,0,0,0,0,0,0,0,0,0,0,1.27,1.27,0,0,0,1.27,0,0,6.33,8.86,0,0.63,8.23,0,0,0,2.53,3.16,12.66,1.27,0.63,0.63,0,0,0,20.25,8.23,6.96,0,0,3.8,1.27,0
1133,16,12,"","Y",5419,24.18,98.91,50.28,95.07,9.64,10.56,95.02,81.18,60.82,18.97,14.14,1.92,7.22,0.96,2.47,1.42,4.83,13.38,5.91,1.73,13.32,9.67,9.12,5.65,1.62,23.03,7.27,4.63,12.73,8.95,2.9,1.03,11,2.45,8.54,2.34,1.62,2.1,0.78,0.52,2.01,0.06,7.9,6.85,1.05,1.81,1.33,0.48,0.13,0.07,0.06,0,16.59,3.19,1.73,0,0.18,0.06,0.52,14.34,0.07,0,0,2.68,0,0,0,0,4.32,2.62,0,1.57,0.06,0.07,0.65,0.07,0,0,0,0,0,0.07,0,0.22,0.44,1.27,0,0,0.07,0.5,0.2,0,12.92,13.86,0.7,3.14,9.43,1.09,0.13,0.7,3.89,6.44,6.02,2.84,0.66,0,0.37,0.3,0,19.84,10.22,4,0.3,0,4.72,0.59,0
1134,17,4,"STILL PLAYING","Y",2887,10.25,72.7,64.68,84.36,15.28,10.11,94.7,79.74,64.39,23.17,13.09,5.33,3.01,2.67,0.24,1.28,10.08,12.82,5.44,1.7,13.99,12.4,6.37,8.9,1.87,24.42,5.58,3.91,7.55,4.3,2.46,1,15.34,1.97,13.06,2.91,1.32,2.6,2.81,0.52,3.22,0.1,6.03,5.16,0.87,2.08,1.52,0.55,0,0.21,0.24,0,13.37,3.67,1.35,0.17,0.42,0,1.04,10.43,0,0,0,0.59,0,0,0,0,3.12,2.01,0.21,0.66,0.1,0.14,0.28,0.03,0,0.03,0,0,0,0,0,0.62,0.66,1.25,0,0,0.21,0.97,0,0.52,9.53,8.42,0.31,2.15,5.44,0.24,0.1,0.87,3.98,3.53,10.15,2.18,0.24,0.1,0.24,0,0,20.92,6.55,6.65,0.1,0,7,0.62,0
1135,48,1,"","Y",272,46.7,85.94,57.19,1,22.67,4.41,91.18,79.41,58.82,19.12,13.24,1.47,7.35,1.47,0,2.94,5.88,11.76,10.29,0,11.76,2.94,5.88,8.82,2.94,19.12,4.41,1.47,11.76,7.35,1.47,2.94,19.12,0,19.12,2.94,2.94,4.41,1.47,0,8.82,0,4.41,0,4.41,0,0,0,0,0,0,0,16.18,2.94,0,0,0,2.94,0,13.24,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,5.88,0,0,0,0,0,0,13.24,10.29,0,1.47,8.82,0,0,0,0,2.94,2.94,0,0,0,0,0,0,10.29,4.41,5.88,0,0,0,0,0
1136,55,1,"","Y",12452,25.79,94.02,46.72,69.75,15.6,12.48,94.92,81.01,64.56,19.8,13.13,3.17,6.66,1.08,1.2,0.92,6.67,13.68,6.52,1.26,14.5,9.93,7.33,7.64,1.45,21.15,5.65,5.45,11.56,7.58,2.92,1.49,13.19,1.78,11.35,2.93,0.76,1.86,2.4,1.37,2.51,0,4.87,3.94,0.79,1.35,0.95,0.23,0.06,0.04,0,0,13.9,2.62,0.61,0.1,0.14,0.19,1.19,11.39,0,0.13,0,1.41,0.06,0.03,0.03,0,4.04,1.87,0.16,1.31,0.48,0.22,0.58,0.1,0.04,0,0,0,0,0.06,0.1,0.92,0.75,1.18,0.06,0.03,0,0.82,0.06,0.1,9.41,9.4,0.31,1.89,6.57,0.43,0.17,0.92,3.67,7.18,4.26,2.45,0.43,0.19,0.23,0,0,14.99,6.38,4.91,0.02,0,3.12,0.55,0
1137,1000,NA,"","N",882,10.66,6.29,76.54,96.32,15.47,10.2,95.92,77.55,62.93,22.79,17.35,11.9,2.72,0,2.38,0.34,5.44,15.65,6.12,1.02,11.56,8.16,7.48,9.86,2.38,20.41,4.08,6.12,7.14,4.42,2.04,1.02,16.67,1.02,15.31,3.4,2.72,1.36,1.7,0.68,3.4,0,8.84,7.48,1.36,2.04,2.04,0,0,0,0,0,10.2,4.76,1.7,1.36,0,0,1.36,6.46,0,0,0,2.38,0,0,0,0,5.44,5.1,0,0.34,0,0,1.36,1.02,0,0,0,0,0,0.34,0,0,0,0.34,0.68,0,0,0.68,0,0,14.29,2.72,0,0.68,1.7,0,0,0,4.76,5.78,4.42,0.68,1.36,0,1.36,0,0,20.07,6.12,8.84,0.34,0,3.74,1.02,0
1138,8,6,"","Y",9797,25.31,71.49,72.19,79.19,16.11,11.81,94.21,78.75,62.53,19.75,13.79,5.74,4.58,1.32,0.29,1.7,5.96,15.54,6.84,0.84,13.32,10.06,7.57,6.72,1.38,21.7,5.86,6.44,9.3,5.98,2.19,1.29,13.39,1.34,12.05,3.58,1.44,0.86,2.56,1.64,3.29,0,6.27,5.03,1.19,2.17,1.6,0.53,0.04,0.27,0.04,0,11.74,2.6,1.21,0,0.31,0.24,0.55,9.94,0.04,0,0,0.57,0,0,0,0,4.44,2.86,0.12,1.37,0.13,0,0.47,0.14,0,0,0,0,0,0.16,0,0.33,0.14,1.06,0,0.04,0.14,0.12,0.08,0.12,9.82,8.32,0.41,1.83,5.15,1.06,0.16,0.34,2.92,5.66,4.41,2.74,0.2,0.08,0.12,0,0,14.99,6.21,4.35,0,0,4.36,0.08,0
1139,1000,NA,"","N",6157,31.63,99,39.45,84.28,12.96,11.21,93.78,77.94,60.97,20.71,13.94,1.98,6.16,1.82,1.74,2.18,6.77,12.44,5.68,0.18,14.91,9.34,6.43,6.48,0.5,21.85,4.45,4.06,10.12,7.41,1.88,1.02,13.4,1.54,11.81,4.4,1.23,1.66,1.23,1.48,1.93,0,5.65,4.87,0.58,2.06,1.61,0.13,0,0.06,0.06,0,18.79,4.13,0.83,0,0.45,0.08,1.48,14.96,0.16,0.06,0,3.74,0,0,0,0,3.07,2.08,0.06,0.6,0.19,0.26,0.6,0.13,0,0.06,0,0,0,0,0,0.24,0.19,1.48,0,0,0,0.55,0,0.19,11.78,9.06,0.37,1.92,6.51,0.55,0.06,0.52,3.3,4.5,5.52,2.06,0.89,0,0.89,0,0,21.75,7.58,9.23,0.13,0,3.28,1.53,0
1140,1000,NA,"","N",416,26.1,51.52,57.98,99,14.86,13.46,96.15,76.92,61.54,15.38,5.77,1.92,3.85,0,0,0,9.62,18.27,5.77,0.96,11.54,5.77,13.46,7.69,0,14.42,9.62,10.58,5.77,3.85,1.92,0,13.46,0,13.46,3.85,1.92,0.96,0.96,1.92,3.85,0,8.65,8.65,0,4.81,4.81,0,0,0,0,0,7.69,3.85,0,0,0,0,2.88,3.85,0,0,0,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,8.65,7.69,0.96,0,5.77,0.96,0,0,4.81,5.77,3.85,3.85,0,0,0,0,0,18.27,6.73,8.65,0,0,2.88,0,0
1141,27,1,"STILL PLAYING","Y",325,9.52,19.67,76.79,87.42,10.48,11.69,96,83.69,65.85,25.54,17.23,10.15,0.92,1.23,1.23,3.08,8.31,14.15,5.23,2.77,13.54,12.62,7.69,5.23,1.54,26.15,5.54,7.08,2.77,1.23,1.54,0.62,20.62,3.38,17.23,4.31,1.85,2.46,2.77,4,2.46,0,5.85,5.23,0.62,0.92,0.92,0,0,0,0,0,11.08,2.77,0.62,0,0,0,0.31,8,0,0,0,1.54,0,0,0,0,3.38,3.08,0,0.31,0,0,0.62,0.62,0,0,0,0,0,0,0,0,0.62,0.62,0,0,0,0.31,0,0,8.92,6.15,0.62,1.23,3.38,1.54,0,0,4.31,4.31,9.85,3.08,0.31,0,0.31,0,0,24.92,9.23,6.77,0.31,0,7.69,0.92,0
1142,16,12,"STILL PLAYING","Y",2478,15.43,87.42,34.07,77.61,13.04,8.27,96.69,83.17,66.38,25.14,17.11,5.81,5.37,0.4,1.29,4.08,8.03,15.01,6.78,0.73,12.75,10.41,5.08,7.43,1.45,21.83,6.01,5.29,10.9,7.18,2.3,1.57,11.78,0.48,11.06,2.82,1.49,1.74,1.78,0.61,2.74,0,6.38,5.04,1.33,1.05,0.52,0.52,0,0.16,0.04,0,16.63,4.16,1.57,0.16,0.16,0.4,1.53,13.52,0.08,0,0,1.69,0,0,0,0,4.64,1.98,0.04,2.06,0.56,0,0.12,0.08,0,0,0,0,0,0,0,1.05,0.2,1.61,0.48,0,0,0.44,0.12,0,8.64,6.21,0.16,1.13,3.83,0.81,0.44,0.44,2.54,8.6,3.39,2.46,0.4,0.4,0.16,0,0,15.13,7.71,3.15,0.12,0,3.23,0.93,0
1143,1000,NA,"","N",1151,32.86,96.2,44.01,73.24,12.65,10.25,94.09,83.41,68.29,23.54,14.94,3.56,7.3,0.26,2.26,1.56,8.6,15.2,5.04,0.35,17.46,7.99,7.73,3.91,1.74,22.07,5.65,7.12,11.21,9.04,1.22,0.96,13.64,1.82,11.82,3.21,0.78,1.82,2.52,0.7,2.35,0,4.6,4,0.61,0.78,0.7,0.09,0,0.09,0,0,15.55,3.39,1.74,0,0.09,0.17,1.04,13.55,0,0,0,2.52,0.09,0,0,0.09,1.91,1.91,0,0,0,0,0.26,0.09,0,0,0,0,0,0,0,0.7,0.09,1.3,0,0,0,0.17,0,0,11.99,13.21,1.13,3.56,6.08,0.35,0,2.52,2.61,8.43,5.91,2.35,0.43,0,0.43,0,0,17.12,7.91,5.47,0,0,2.87,0.87,0
1144,9,8,"","Y",4414,42.83,35.52,65.54,71.76,17.94,11.19,92.16,79.9,60.15,17.67,12.12,7.59,2.24,0.61,1.04,0.48,5.55,13.91,6.77,0.68,15.31,8.7,6.96,6.86,0.84,23.74,5.23,4.3,8.43,3.26,3.35,1.86,8.68,0.68,8,1.61,0.88,2.49,1.27,0.66,1.63,0,5.01,4.15,0.86,0.97,0.68,0.29,0.2,0.09,0,0,9.49,3.17,1.2,0.32,0.09,0.18,1.63,6.41,0.09,0.05,0.27,1.86,0,0,0,0,4.62,1.86,0.2,2.42,0.09,0.05,1.04,0.29,0,0.16,0,0,0,0,0,0.23,1.09,2.45,0,0.05,0,0.11,0.16,0.14,9.24,10.85,0.25,2.81,7,0.23,0.11,1.02,3.22,5.46,3.74,3.42,0.36,0.05,0.32,0,0,15.61,5.53,6.18,0.05,0,3.78,0.07,0
1145,21,2,"","Y",12177,27.08,98.23,18.38,91.54,13.95,11.11,93.4,78.1,61.91,19.32,14.12,2.19,5.27,1.65,2.34,2.49,5.2,15.59,7.07,1.38,12.61,10.5,6.06,7.27,1.16,22.27,6.18,5.4,11.75,7.61,2.02,2.41,11.7,1.68,10,2.07,1.11,1.53,1.48,1.43,2.78,0.02,7.02,6.04,0.89,1.33,0.94,0.34,0.05,0.22,0.02,0.05,17.32,3.79,1.9,0,0.54,0.15,0.64,14.98,0.15,0,0.02,3.2,0.05,0,0,0.05,4.34,3.4,0.05,0.84,0.05,0,0.62,0.12,0,0.05,0,0,0,0,0,1.16,0.32,1.21,0.1,0.17,0.02,0.34,0.1,0.05,11.04,7.88,0.57,1.77,5.47,0.47,0.07,0.37,2.73,3.38,6.31,4.48,0.44,0.05,0.39,0.02,0,17.86,7.1,6.28,0.05,0.02,3.99,0.42,0
1146,46,8,"STILL PLAYING","Y",1785,36.47,90.89,65.26,86.72,14.06,11.93,93.56,76.53,59.78,18.94,12.27,3.98,5.15,0.67,0.34,1.9,6.67,12.89,5.71,1.85,15.69,10.36,5.6,7.17,0.45,21.9,4.82,2.91,11.82,7.34,2.75,2.13,11.2,0.5,10.7,3.08,1.4,1.68,0.73,2.24,2.02,0,7,5.77,1.23,2.18,1.96,0.22,0,0.22,0,0,13.84,4.15,2.24,0,0.62,0.45,0.45,11.15,0,0.17,0,1.12,0,0,0,0,3.08,1.68,0.34,0.9,0.17,0,0.11,0,0,0,0,0,0,0,0,0.39,0.78,1.96,0.34,0,0,0.39,0.11,0.22,9.97,11.26,0.17,2.69,7.9,0.95,0,0.78,2.63,4.93,5.88,1.96,0.11,0,0.11,0,0,14.57,7.11,2.52,0,0,4.59,0.34,0
1147,28,6,"","Y",2649,28.04,95.18,48.08,81.14,20.07,10.87,93.54,78.82,62.48,20.39,15.48,3.59,7.17,0.57,3.44,0.72,4.91,13.89,7.63,0.91,15.14,9.51,6.46,8.8,1.85,24.01,3.96,1.93,14.61,9.1,3.02,2.72,13.7,0.26,13.33,4.72,1.59,1.55,1.7,0.79,3.85,0,5.36,4.68,0.68,0.94,0.83,0.11,0,0,0.11,0,15.67,2.19,1.32,0,0,0.15,0.23,14.27,0.6,0,0.15,4.04,0,0,0,0,4.98,3.85,0,1.13,0,0,0.26,0,0,0,0,0,0,0.15,0,0.76,0.26,1.28,0.23,0.11,0,0.38,0,0.15,9.14,8.12,0.64,2.08,5.7,0.45,0,0.34,2.91,5.25,6.46,4.49,0,0,0,0,0,17.48,4.87,5.74,0.11,0,6.38,0.38,0
1148,3,8,"","Y",4393,23.45,76.7,41.35,89,11.29,12,93.76,77.9,60.32,16.53,12.79,4.1,4.92,0.57,2.34,0.87,3.73,14.61,7.58,1.3,11.95,10.33,8.1,8.85,1.82,21.01,7.99,4.23,9.26,6.17,1.82,1.34,13.07,0.36,12.7,3.98,0.87,1.41,2.46,1.27,3.3,0.27,7.44,6.08,1.27,1.64,1.09,0.46,0.09,0.25,0.02,0,12.61,3.21,1.14,0,0.59,0.25,0.77,10.24,0.02,0.09,0.02,2.57,0,0,0,0,5.69,4.21,0.09,1.23,0.16,0,0.32,0.05,0,0,0,0,0,0.09,0,0.25,0.71,1.53,0,0.18,0,0.61,0.36,0.18,8.26,7.49,0.59,1.41,4.05,0.84,0.18,0.91,3.82,4.17,5.71,2.55,0.16,0.02,0.14,0,0,17.44,8.88,3.44,0,0,4.53,0.59,0
1149,8,3,"STILL PLAYING","Y",1704,39.49,70.69,69.63,88.59,13.52,11.27,93.13,79.05,62.68,19.54,11.62,4.75,3.17,1.58,0.53,1.58,7.92,13.03,8.27,0.7,15.67,10.04,6.51,6.69,1.23,20.77,5.63,4.05,5.81,4.23,1.06,0.7,9.15,1.06,8.1,2.46,1.58,0.88,1.41,0.88,2.11,0.18,5.28,4.93,0.18,1.58,1.41,0,0,0,0,0,11.27,2.82,1.41,0.18,0,0.18,1.41,8.63,0,0,0,1.41,0,0,0,0,4.58,3.87,0,0.7,0,0,1.41,1.41,0,1.41,0,0,0,0,0,0.35,0.18,1.94,0,0.18,0,0.18,0,0,10.92,13.2,0.18,1.94,8.27,1.23,0.35,1.41,2.82,6.69,5.46,0.7,0.7,0,0.53,0.18,0,20.25,7.04,7.75,0.35,0,4.75,0.35,0
1150,14,1,"STILL PLAYING","Y",20809,14.38,69.5,70.98,75.89,14.09,12.45,94.11,81.74,66.05,21.35,12.52,4.8,3.44,1.05,1.9,1.31,8.83,15.6,5.81,1.37,13.31,9.94,9.65,7.64,1.11,21.02,5.79,5.24,7.41,4.36,1.88,1.35,14.04,1.97,12.07,2.75,1.24,1.48,2.22,1.9,3.4,0.05,4.73,4.1,0.52,1.36,0.96,0.28,0.03,0.18,0.02,0,12.79,3.42,1.03,0.05,0.28,0.17,1.28,9.88,0.01,0,0.15,2.23,0.03,0,0,0.03,3.36,1.97,0.04,1.26,0.12,0.01,0.33,0,0,0,0,0,0,0.04,0,0.49,0.07,1.29,0.01,0.12,0,0.36,0,0.18,7.17,10.97,0.71,2.55,7.23,0.95,0.03,0.46,3.83,5.4,5.21,1.93,0.3,0.07,0.22,0,0,18.01,7.12,6.05,0.05,0,3.91,0.89,0
