"id","OVERALL_PICK","Duration","PlayingStatus","LABEL","WC","Analytic","Clout","Authentic","Tone","WPS","BigWords","Dic","Linguistic","function.","pronoun","ppron","i","we","you","shehe","they","ipron","det","article","number","prep","auxverb","adverb","conj","negate","verb","adj","quantity","Drives","affiliation","achieve","power","Cognition","allnone","cogproc","insight","cause","discrep","tentat","certitude","differ","memory","Affect","tone_pos","tone_neg","emotion","emo_pos","emo_neg","emo_anx","emo_anger","emo_sad","swear","Social","socbehav","prosocial","polite","conflict","moral","comm","socrefs","family","friend","female","male","Culture","politic","ethnicity","tech","Lifestyle","leisure","home","work","money","relig","Physical","health","illness","wellness","mental","substances","sexual","food","death","need","want","acquire","lack","fulfill","fatigue","reward","risk","curiosity","allure","Perception","attention","motion","space","visual","auditory","feeling","time","focuspast","focuspresent","focusfuture","Conversation","netspeak","assent","nonflu","filler","AllPunc","Period","Comma","QMark","Exclam","Apostro","OtherP","Emoji"
1151,1000,NA,"","N",576,14.43,99,30.29,83,12,9.03,95.14,81.25,64.58,22.22,15.97,0.69,13.89,0,0,1.39,6.25,16.67,4.86,0,13.89,6.94,11.81,5.56,2.78,19.44,4.17,5.56,20.14,13.89,6.25,0,11.81,2.08,9.72,0.69,0,3.47,4.86,4.86,2.78,0,6.94,5.56,1.39,0.69,0.69,0,0,0,0,0,18.75,2.08,0.69,0,0,0,1.39,15.97,0,0,0,0.69,0,0,0,0,7.64,4.86,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,6.94,12.5,0,4.17,7.64,1.39,0,0,2.78,4.86,2.78,3.47,0,0,0,0,0,15.97,8.33,1.39,0,0,6.25,0,0
1152,42,0,"","Y",3663,39.43,47.83,60.04,71.63,18.41,11.6,93.2,77.78,62.38,16.76,11.71,5.9,2.87,0.33,1.67,0.96,5.05,13.87,7.37,1.72,13.95,8.24,7.37,8.14,0.9,18.56,6.77,6.2,7.15,3.55,2.02,1.69,15.12,1.77,13.35,2.35,2.05,1.42,3.52,1.99,3.25,0,5.84,4.56,1.28,2.18,1.67,0.52,0,0.19,0,0,9.72,2.05,0.63,0,0.55,0.16,0.49,8.16,0,0,0.05,2.38,0.22,0,0.08,0.14,3.47,2.32,0,1.06,0.3,0.08,0.44,0.16,0.05,0,0,0,0,0,0,0.38,0.11,1.56,0,0.08,0.11,0.16,0.14,0.08,10.46,8.41,0.16,2.54,4.56,0.68,0,0.93,4.01,5.81,3.77,1.69,0.55,0.11,0.44,0,0,12.42,5.43,4.89,0,0,2.1,0,0
1153,1000,0,"STILL PLAYING","Y",2424,18.84,86.63,88.12,74.33,13.47,11.14,95.42,81.44,63.86,22.52,13.86,4.83,6.68,0.25,0,1.98,8.66,15.84,5.57,0.74,14.6,10.52,6.31,8.04,0.99,24.26,5.32,3.34,11.39,8.29,1.98,1.24,14.11,1.36,12.75,3.96,1.49,1.61,1.98,0.74,3.34,0.12,4.7,4.08,0.62,0.87,0.25,0.62,0,0.25,0.12,0,14.11,2.97,0.74,0,0.25,0,1.61,11.26,0.5,0,0.25,0.74,0,0,0,0,2.72,1.86,0,0.87,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.5,1.11,0,0,0,0.25,0,0,11.63,11.63,0.12,2.97,7.92,0.25,0,1.73,3.22,4.7,7.8,2.72,0.62,0,0.62,0,0,19.93,7.43,6.44,0,0,5.57,0.5,0
1154,31,2,"","Y",724,6.58,98.7,90.71,79.54,13.92,6.08,96.69,85.64,66.3,23.2,15.47,1.66,6.63,4.42,0,2.76,7.73,10.5,5.52,0,12.15,7.18,12.15,8.29,3.31,19.89,5.52,4.42,9.94,6.63,3.31,0,12.15,1.1,11.05,2.21,1.1,1.1,0.55,1.66,3.87,0,4.97,4.42,0.55,1.1,0.55,0.55,0,0,0.55,0,16.02,1.66,0,0,0,0,1.1,14.36,0,0,0,0.55,0,0,0,0,3.31,1.66,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0.55,3.31,0,0.55,0,1.1,0,0,13.81,12.15,0,3.87,9.39,0,0,1.1,5.52,5.52,4.97,2.76,1.66,0.55,0,1.1,0,19.89,7.18,6.63,0,0,2.76,3.31,0
1155,1000,NA,"","N",855,39.7,86.92,53.46,24.72,17.81,9.82,93.68,84.91,70.53,20.35,15.09,5.61,6.32,0.7,1.05,1.4,5.26,16.49,5.61,1.4,18.6,9.12,8.07,6.32,0.35,18.25,6.32,8.07,10.88,6.67,1.05,3.16,11.58,2.81,8.77,2.81,0.7,1.4,0.35,0.7,2.81,0,3.16,1.4,1.05,1.75,0,1.05,0,0.7,0,0,15.09,4.56,0.7,0,0.7,0,2.46,10.88,0,0,0,1.05,0,0,0,0,1.75,0.7,0.35,0.7,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.35,0,0,0,0.35,0,0.35,7.72,10.53,0.7,1.4,5.61,0.7,0,3.51,2.81,8.42,3.51,0,0,0,0,0,0,12.28,5.61,5.61,0,0,1.05,0,0
1156,1000,0,"","Y",2745,29.65,74.88,67.01,65.02,13.66,11.15,94.64,80.55,62.95,20.44,11.37,4.26,3.39,1.09,0.66,1.86,9.07,15.41,6.34,0.77,14.32,10.49,6.12,6.56,0.66,21.31,6.23,7.87,7.21,4.37,1.97,0.87,15.74,1.75,13.99,4.37,1.09,1.86,3.06,1.75,2.62,0.22,5.46,4.15,1.31,2.51,1.53,0.98,0,0.33,0.66,0,10.27,1.42,0.55,0,0,0.11,0.55,9.18,0,0,0,1.09,0,0,0,0,2.84,1.75,0.11,0.33,0.66,0,0.22,0,0,0,0,0,0,0,0,0.22,0.22,0.55,0,0.11,0,0.44,0.22,0,11.8,9.62,0.11,1.86,6.23,0.77,0.11,1.09,3.72,4.7,5.79,1.64,0.66,0,0.66,0,0,17.81,7.21,6.23,0.11,0,3.83,0.44,0
1157,30,3,"","Y",1792,24.22,69.32,38.55,77.23,15.19,16.74,91.85,78.01,65.63,17.08,10.32,4.13,2.57,1.4,1.34,0.73,6.75,10.44,5.58,1.34,15.63,8.87,9.15,11.16,0.73,19.14,4.07,1.9,9.71,3.46,3.74,3.4,10.04,0.73,9.15,1.73,0.17,1.73,1.67,1.62,1.84,0.17,5.36,4.52,0.84,1.56,1.23,0.33,0,0.33,0,0,9.32,1.9,0.33,0,0.5,0.17,0.56,7.76,0,0,0,2.23,0,0,0,0,2.12,2.12,0,0,0,0,0.39,0.22,0,0.22,0,0,0,0,0,0.67,0,1.73,0.33,0,0,0.61,0,0,4.58,9.43,0.22,2.46,6.53,1.12,0,0.78,2.9,5.92,2.29,1.56,0.17,0.17,0,0,0,11.83,6.58,3.57,0,0,1.51,0.17,0
1158,1000,3,"STILL PLAYING","Y",729,13.9,67.39,67.21,75.7,14.29,9.33,94.65,84.22,67.08,21.81,16.05,6.58,4.12,0.96,1.23,3.16,5.76,13.03,6.45,0.27,15.78,12.48,7.96,9.33,1.51,25.93,6.45,2.19,8.92,4.94,3.16,1.23,12.62,1.23,11.39,2.47,1.51,2.19,0.82,0.69,2.61,0,5.49,4.53,0.96,1.78,1.23,0.55,0,0,0,0,11.8,1.92,0.41,0.41,0.41,0,0.69,10.29,0,0.41,0,1.65,0,0,0,0,2.88,2.47,0,0.41,0,0,1.78,0.69,0.27,0,0,0,0,0,0,0,0,0.27,0,0,0,0.82,0.27,0,9.47,10.7,1.23,1.51,7.27,0,0,1.37,3.57,5.35,6.17,5.76,0.82,0.41,0.41,0,0,20.44,7,4.66,0,0,7.96,0.82,0
1159,36,3,"","Y",5504,17.96,84.7,69.85,50.64,16.58,10.7,94.53,82.12,65.53,20.78,13.9,4.6,4.92,1.45,1.16,1.76,6.89,15.44,6.29,1.74,13.95,10.34,8.36,7.81,1.6,22.6,5.23,5.38,8.54,5.96,1.94,0.87,11.36,1.16,10.12,2.56,1.29,1.07,1.6,1.47,2.85,0,4.2,3.09,1.11,1.02,0.62,0.4,0,0.05,0.05,0,13.72,2.73,0.87,0,0.16,0.2,0.93,11.14,0.69,0,0.22,2,0.07,0,0,0.07,2.42,1.8,0.13,0.31,0.11,0.07,0.94,0.35,0,0.22,0,0,0,0,0.13,0.35,0.44,2.56,0.15,0,0.07,0.38,0,0,10.3,10.59,0.11,1.64,7.79,1.49,0,0.38,3.78,6.27,4.72,2.43,0.22,0,0.22,0,0,16.15,6.03,4.67,0.05,0,4.07,1.33,0
1160,1000,NA,"","N",4214,18.99,78.8,55.03,64.36,13.59,9.52,95.16,81.87,62.32,20.98,14.1,4.56,2.92,2.33,3.23,1.07,6.88,13.17,5.48,0.85,13.15,9.16,7.43,7.43,1.78,22.09,6.24,6.29,8.66,4.08,2.68,1.9,15.07,1.83,12.89,3.75,1.12,3.35,1.99,0.59,3.35,0,5.84,4.32,1.52,1.35,0.85,0.5,0,0.21,0.14,0,14.21,3.35,1.4,0.14,0.5,0.17,1.16,11.41,0,0,0,3.56,0.09,0.09,0,0,4.01,2.28,0,1.66,0.07,0,0.5,0.21,0,0,0,0,0,0,0,0.62,0.33,1.73,0,0,0.14,0.45,0,0.43,9.28,9.66,0.14,3.01,6.12,0.43,0,0.76,4.6,6.91,4.08,1.54,0.28,0,0.28,0,0,18.11,7.26,6.31,0.09,0,3.87,0.57,0
1161,1000,10,"STILL PLAYING","Y",3468,40.26,75.53,70.08,71.79,12.34,11.45,93.02,78.92,63.35,21.77,12.89,4.76,2.22,1.59,1.04,3.29,8.88,14.85,6.89,0.89,16.52,8.97,5.33,6.2,0.95,21.45,5.05,5.54,7.21,4.21,2.19,1.18,10.67,0.49,10.18,1.85,0.66,1.18,2.05,1.3,2.57,0,4.21,3.75,0.46,0.46,0.32,0.14,0,0.14,0,0,12.77,3.26,1.96,0,0.23,0.14,0.87,10.73,0.03,0,0.03,1.53,0,0,0,0,3.72,2.02,0.14,1.41,0.12,0.03,0.06,0,0,0,0,0,0,0,0,1.67,0.4,1.27,0,0,0,0.29,0,0.4,9.23,12.72,1.12,4.09,7.32,1.24,0,0.63,2.65,4.96,5.22,2.25,0.2,0.12,0.09,0,0,18.22,8.13,6.29,0.03,0,3.75,0.03,0
1162,11,1,"STILL PLAYING","Y",115,25.57,1.89,79.24,99,9.58,11.3,93.91,76.52,60,20,13.91,12.17,0,0,0,1.74,6.09,14.78,6.09,0.87,13.04,11.3,6.09,6.09,0.87,20.87,4.35,3.48,3.48,0.87,2.61,0,15.65,1.74,13.91,1.74,2.61,4.35,0.87,0.87,2.61,0,8.7,8.7,0,1.74,1.74,0,0,0,0,0,6.09,2.61,0.87,0,0,0,0.87,3.48,0,0,0,0.87,3.48,0,2.61,0.87,3.48,2.61,0,0.87,0,0,0,0,0,0,0,0,0,0,0,2.61,1.74,0,0,0,0,0,0,0,9.57,9.57,0,0.87,6.96,0,0.87,0.87,2.61,2.61,5.22,2.61,1.74,0,1.74,0,0,18.26,10.43,5.22,0,0,2.61,0,0
1163,35,12,"","Y",10483,28.36,93.41,38.18,89.93,16.28,8.5,95.55,81.88,63.05,18.87,12.46,2.7,5.78,1.15,1.44,1.33,6.41,13.91,5.69,1.28,14.49,8.54,7.91,6.94,2.02,22.81,5.23,6.82,11.12,7.06,3.33,0.85,14.37,2.52,11.81,2.38,1.57,2.27,1.81,1.42,2.61,0,5.84,5.36,0.44,1.24,1.1,0.1,0,0,0.03,0,13.66,2.54,1.33,0,0.1,0.11,0.63,12.09,0,0,0,1.9,0,0,0,0,4.71,3.43,0.03,1.16,0.14,0,0.41,0,0,0,0,0,0,0.13,0,0.46,0.54,2.25,0,0.17,0,0.84,0.04,0.13,10.91,9.47,0.5,2.28,6.3,0.77,0,0.83,3.9,5.7,3.95,2.16,0.19,0,0.15,0.04,0,14.56,6.33,4.71,0.04,0,2.77,0.71,0
1164,12,4,"STILL PLAYING","Y",874,31.59,97.32,31.38,96.13,10.05,7.44,95.65,82.27,61.21,22.77,18.08,4.58,8.47,0.46,2.75,1.49,4.69,12.47,3.78,0.92,15.56,7.44,4.92,5.26,1.83,20.37,8.92,6.86,11.9,8.81,2.63,0.46,9.61,1.83,7.78,2.17,0.8,1.72,0.46,0.8,2.29,0,10.18,8.12,2.06,1.37,0.92,0.46,0,0.46,0,0,16.25,2.29,0.34,0,1.14,0.46,0.34,14.3,0,0,0,3.2,0,0,0,0,6.98,6.52,0,0.46,0,0,0.34,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,1.14,0.46,0,12.36,10.87,0.8,2.63,6.41,0.92,0,1.37,1.83,9.04,1.95,1.83,0,0,0,0,0,19.79,9.95,5.72,0,0,2.86,1.26,0
1165,1000,NA,"","N",879,10.97,95.53,44.86,68.58,15.42,10.58,96.25,81.23,70.65,21.5,13.65,3.75,5.8,0.34,3.07,0.68,7.85,17.75,7.17,1.02,12.97,11.95,9.56,9.56,0.34,20.48,4.44,5.8,11.6,8.53,1.71,1.37,12.29,2.39,9.9,3.75,2.73,1.02,1.37,0.68,2.05,0,3.07,3.07,0,0.34,0.34,0,0,0,0,0,14.33,2.39,2.05,0,0,0,0.34,12.97,0.68,0,0,4.1,0,0,0,0,4.44,1.71,0,2.05,0.68,0,0,0,0,0,0,0,0,0,0,2.73,0,1.02,0,0,0,1.02,0,0,9.22,4.44,0,0.68,3.41,0,0,0.68,7.85,6.83,7.17,2.39,0.68,0.68,0,0,0,16.04,6.48,4.78,0,0,4.44,0.34,0
1166,1,1,"STILL PLAYING","Y",19376,19.19,80.35,50.6,71.79,12.88,10.19,94.94,82.34,65.1,19.23,12.75,4.29,4.64,0.85,2.22,0.57,6.48,14.02,6.51,1.12,14,11.15,8.52,8.23,1.43,22.71,6.06,4.84,9.39,5.89,2.48,1.22,13.26,2.09,11.15,2.41,1.27,1.39,2.16,1.89,2.65,0.2,5.36,4.28,1,1.22,0.71,0.43,0.12,0.18,0.1,0,12.55,2.94,0.86,0.06,0.28,0.15,1.18,10.23,0.1,0.03,0.4,2.45,0.05,0.01,0.01,0.04,3.48,2.51,0.14,0.66,0.1,0.07,0.36,0.15,0,0.06,0,0,0,0.05,0,0.41,0.38,1.76,0.06,0.05,0,0.46,0.01,0.1,8.85,9.99,0.67,2.06,6.44,0.96,0.13,0.65,3.97,6.96,5.35,1.72,0.81,0.01,0.79,0,0.02,19.38,7.77,6.46,0.06,0,4.24,0.86,0
1167,41,8,"STILL PLAYING","Y",13681,23.71,78.2,67.96,67.43,22.14,10.88,94.02,80.08,65.84,21.72,12.32,4.32,4.38,1.65,0.34,1.5,9.41,16.72,6.86,1.68,14.65,11.24,5.72,7.59,1.24,22.53,5.2,4.66,9.83,5.88,2.7,1.41,14.77,1.02,13.53,3.16,2.13,1.78,2.67,0.88,3.34,0.08,4.58,3.79,0.79,1.15,0.88,0.25,0.04,0.13,0,0,11.61,2.64,1.43,0,0.26,0.17,0.41,9.71,0.01,0.01,0.04,0.82,0.01,0,0,0.01,3.25,2.26,0.15,0.81,0.04,0,0.36,0.14,0.07,0.05,0,0,0,0.01,0.02,1.37,0.44,1.05,0.03,0.12,0.14,0.91,0.02,0.02,7.78,8.3,0.38,1.94,5.95,0.45,0.09,0.08,4.12,5.02,5.91,3.3,0.23,0.16,0.07,0,0,13.08,4.48,4.29,0.04,0,4.17,0.11,0
1168,42,11,"","Y",2996,28.21,97.81,15.02,96.39,14.13,11.62,93.46,76.77,62.22,19.63,12.82,2,5.07,1.74,2.54,1.47,6.81,16.02,8.54,0.8,12.28,10.95,6.94,5.87,1.6,20.03,5.61,4.94,12.15,7.88,2.14,2.8,9.48,0.93,8.54,3.07,0.67,1.6,0.53,1.34,1.34,0,7.88,6.94,0.8,1.74,1.07,0.4,0,0.13,0,0,16.02,4.54,2.54,0,0.4,0.13,0.8,13.22,0,0,0,2.67,0.13,0,0.13,0,6.41,4.01,0.53,1.6,0.27,0,0.27,0.13,0,0,0,0,0,0,0,0.67,0.53,0.67,0,0,0.13,0.93,0,0,9.48,6.68,0.13,1.6,5.34,0.13,0,0.13,3.2,4.67,5.74,1.07,0,0,0,0,0,18.56,6.94,6.41,0.13,0,4.14,0.93,0
1169,38,5,"","Y",1320,25.54,99,52.1,63.17,10.73,9.55,95.91,79.77,60,19.55,14.09,2.95,10.68,0,0,0.45,5.45,14.09,7.27,1.14,12.5,10.23,6.36,7.73,1.14,22.73,6.82,4.55,18.41,12.73,1.82,3.86,9.77,0.91,8.41,1.36,1.14,2.95,0.45,0.45,2.73,0,6.36,4.55,1.82,1.59,0.68,0.91,0,0.45,0,0,16.14,3.86,1.59,0,0.91,0,0.68,13.64,0,0,0,0.68,0,0,0,0,5,3.18,0,1.36,0.23,0.23,1.14,0.45,0.45,0,0,0,0,0.68,0,0.91,1.36,3.41,0,0,0,0.68,0.68,0.68,8.41,11.59,0.23,3.86,7.5,0.23,0,0.68,2.95,6.82,6.14,2.95,0.68,0,0.68,0,0,20,9.32,5,0,0,5.45,0.23,0
1170,9,4,"","Y",2637,19.96,76.06,79.01,69.16,13.12,12.06,94.99,82.1,66.67,22.26,16.23,6.26,4.93,1.74,0.87,2.43,6.03,14.64,6.52,1.71,14.37,10.35,7.58,6.07,2.31,21.24,5.69,7.55,7.58,5.73,1.21,1.06,19.72,2.65,17.06,4.63,1.78,1.55,7.02,2.12,3.19,0,4.25,3.6,0.49,1.21,0.68,0.38,0.15,0,0,0,13.31,2.43,0.83,0.15,0.11,0,0.91,11.45,0,0,0,1.02,0,0,0,0,2.43,1.86,0.15,0.42,0,0,1.44,0.23,0,0,0,0,0,0.76,0,0.42,0.27,1.97,0.3,0,0.23,0.11,0,0.3,8,7.85,0.68,1.52,4.93,0.3,0.42,0.57,4.47,6.45,6.14,0.64,0.3,0,0.3,0,0,20.21,8.08,4.97,0,0,5.57,1.59,0
1171,14,11,"","Y",8078,36.98,75.27,55.02,81.53,13.29,14.31,92.13,77.32,63.25,16.72,12.05,3.97,3.18,1.04,1.26,2.49,4.68,15.65,7.87,1.35,13.58,9.71,7.58,7.24,1.15,19,6.68,5.82,9,4.89,2.27,2.02,11.54,1.4,10.14,2.22,1.11,1.45,2.17,1.11,2.96,0.07,6.29,5.13,1.09,1.09,0.83,0.19,0.06,0.09,0,0,12.86,3.63,1.77,0.17,0.27,0.17,0.97,10.06,0.02,0.06,0,1.56,0.04,0.04,0,0,4.88,2.98,0.07,1.49,0.4,0.09,0.68,0.09,0,0,0,0,0,0.06,0,0.32,0.28,0.87,0.02,0.01,0,0.63,0,0.15,8.16,9.94,0.45,2.65,7.01,0.61,0,0.1,2.72,6.75,3.32,1.88,0.02,0,0,0.02,0,15.24,7.39,4.68,0.2,0,2.54,0.43,0
1172,34,4,"","Y",1924,23.73,95.05,59.83,81.14,13.45,10.24,96.67,82.64,64.35,21.05,14.5,3.33,5.93,1.82,1.72,1.56,6.55,14.76,6.81,2.29,12.94,11.75,5.56,5.72,1.66,24.64,5.98,5.77,10.76,7.28,2.81,1.09,12.99,1.77,11.23,3.79,0.16,1.51,2.13,1.46,3.12,0,5.67,4.83,0.83,1.04,0.88,0.16,0,0,0,0,13.72,1.3,0.94,0,0,0.16,0.21,12.99,0,0,0,2.55,0,0,0,0,5.56,4.16,0,1.09,0.31,0,0.88,0.31,0,0,0,0,0,0.21,0,0.62,0.31,2.75,0.31,0,0.16,0.52,0.16,0.16,8.52,8.78,0,1.25,6.76,0.36,0,0.88,4.47,9.3,3.53,2.13,0.21,0,0.21,0,0,16.63,7.43,5.04,0,0,3.53,0.62,0
1173,10,13,"STILL PLAYING","Y",387,23.48,2.52,84.76,91.66,20.37,9.3,95.61,82.17,65.37,21.19,14.73,12.14,0.52,0.52,1.03,0.52,6.46,11.37,4.65,0.26,17.05,10.59,7.24,6.46,2.33,23.51,3.88,2.58,4.91,2.58,2.33,0.52,13.7,1.03,12.66,3.36,0.26,3.62,1.03,1.29,1.55,0,5.68,5.17,0,2.33,1.81,0,0,0,0,0,7.24,4.13,1.55,0,0,0,1.29,3.62,0.26,0,0,1.29,0,0,0,0,2.84,1.03,0,1.81,0,0,0.26,0.26,0,0,0,0,0,0,0,0.52,2.58,1.55,0,0,0,0.26,0.26,0,13.95,9.56,1.29,2.07,6.98,0.26,0,0.78,2.33,4.39,5.43,1.81,0.78,0,0.78,0,0,14.21,4.91,4.65,0,0,3.36,1.29,0
1174,26,3,"STILL PLAYING","Y",6091,27.09,91.73,58.4,63.14,12.21,10.2,93.22,79.92,61.98,20.08,13.1,3.23,6.14,1.02,1.67,0.99,6.98,13.36,6.34,1.64,13.94,8.96,6.47,8.13,1.25,22.62,6.22,4.84,9.95,6.81,1.58,1.61,12.41,1.3,11.16,1.9,1.59,1.84,2.1,1.66,2.86,0.05,5.61,4.12,1.4,1.23,0.79,0.34,0,0.1,0.1,0,13.07,2.41,0.92,0.08,0.25,0.1,0.54,11.07,0,0,0.03,1.74,0,0,0,0,2.91,2.1,0.11,0.44,0.15,0.1,1.02,0.25,0,0.05,0,0,0,0.25,0.1,1.1,0.28,2.15,0.1,0.15,0.1,0.39,0.3,0,8.75,11.02,0.18,3.73,6.86,0.51,0,0.62,4.22,5.8,5.94,2.94,0.46,0.43,0.03,0,0,19.16,8.29,6.04,0,0,4.06,0.77,0
1175,1000,NA,"","N",3956,22.58,70.17,69.83,41.9,15.33,9.86,94.92,80.81,64.99,19.21,12.56,5.43,5.38,0.18,0.61,0.76,6.65,14.36,7.25,0.99,13.07,10.87,7.23,8.59,0.91,21.71,4.52,5.86,10.21,6.93,2.25,1.16,11.91,1.79,10.11,2.45,1.09,1.06,1.44,1.49,2.76,0,4.6,3.03,1.57,1.59,0.83,0.76,0.2,0,0.56,0,11.32,3.56,1.34,0.15,0.08,0.05,1.77,8.72,0,0.15,0,0.86,0,0,0,0,4.22,1.9,0.1,1.82,0.08,0.33,0.51,0.08,0,0.08,0,0,0,0.25,0.08,0.23,0.13,0.86,0.28,0.1,0,0.58,0.1,0,11.65,11.05,0.4,3.26,6.19,0.99,0,1.42,2.55,6.6,6.22,2.2,0.73,0.25,0.43,0.05,0,17.06,6.52,6.04,0,0,4.25,0.25,0
1176,28,3,"","Y",5099,21.55,57.6,31.31,91.47,12.59,12.53,94.65,79.25,64.39,18.42,12.88,5.35,3.29,0.8,1.02,2.35,5.53,15.47,6.3,1.77,13.32,12.24,5.28,8.41,2.22,22.81,7.02,5.12,11.47,5.65,4.45,1.8,14.69,2.16,12.53,1.63,2.04,2.86,2.41,0.41,3.92,0.06,7.33,6.22,1.08,0.96,0.51,0.41,0,0.41,0,0,13.32,4.8,2.37,0,0.53,0.57,0.94,10.34,0,0,0.1,1.1,0.16,0.16,0,0,3.79,3.08,0,0.71,0,0,0.43,0,0,0,0,0,0,0.35,0,1.04,0.84,1.75,0.2,0,0,1.59,0.18,0.43,7.59,7.92,0.45,0.96,5.94,0.84,0.06,0.41,1.51,3.82,6.75,2.77,0.29,0.24,0.06,0,0,19.24,7.83,5.96,0.12,0,5.28,0.06,0
1177,1000,NA,"","N",711,17.88,84.6,62.21,83.56,21.55,7.17,95.36,84.39,67.51,19.83,12.66,3.8,3.38,3.8,0.84,0.84,7.17,18.99,8.44,1.69,11.81,9.7,8.86,8.86,1.69,23.21,8.02,6.33,8.02,4.22,3.38,0.42,9.7,0,9.7,2.53,0.84,2.11,1.69,0.42,2.95,0,4.22,4.22,0,0.84,0.84,0,0,0,0,0,11.81,2.95,0.84,0,0,0,2.11,9.7,0,0,0,0.84,0,0,0,0,2.53,2.11,0,0.42,0,0,0.84,0,0,0,0,0,0,0.84,0,0,0,2.11,0,0,0,0.42,0,2.53,8.86,11.81,2.53,5.06,4.64,2.53,0,0,3.8,5.49,3.8,2.11,0,0,0,0,0,18.57,5.06,8.86,0,0,3.8,0.84,0
1178,1000,NA,"","N",4151,31.19,65.48,67.97,90.58,12.89,12.43,94.51,77.31,62.73,18.77,13.11,6.31,3.49,0.94,0.65,1.23,5.66,14.29,8.02,0.65,14.89,9.35,7.28,9.64,0.92,17.71,6.65,3.44,11.37,5.32,4.36,1.95,13.73,0.96,12.77,2.38,1.45,1.18,4.31,2.31,2.79,0,5.59,5.3,0.29,1.95,1.95,0,0,0,0,0,12.79,3.18,1.25,0,0.1,0,1.18,9.9,0.1,0.19,0,1.08,0,0,0,0,4.96,2.05,0.1,2.26,0.36,0.19,0.96,0.19,0,0.19,0,0,0,0,0.1,0.29,0.1,0.65,0,0,0,0.48,0.19,0.19,9.61,8.96,0.19,1.42,6.79,0.67,0,0.43,2.82,4.24,5.93,1.69,0.17,0.1,0.07,0,0,15.8,7.76,3.2,0,0,4.75,0.1,0
1179,56,1,"","Y",36789,34.32,92.29,44.61,83.91,12.33,11.13,92.92,78.2,61.36,19.79,13.81,3.26,4.87,1.29,2.48,1.79,5.98,13.97,6.29,1.61,14.78,9.21,6.6,5.84,1.51,21.51,5.57,5.44,10.47,6.27,2.36,2.07,11.82,1.29,10.5,2.43,1.05,1.56,1.69,1.65,2.88,0.05,6.49,5.34,1.09,1.38,0.91,0.4,0.13,0.16,0.01,0,14.81,2.94,1.21,0.04,0.23,0.14,0.97,12.62,0.07,0.02,0.02,2.81,0.07,0.07,0,0.01,4.12,2.97,0.11,0.88,0.11,0.1,0.52,0.14,0.02,0,0,0,0,0.03,0.02,0.68,0.29,1.78,0.05,0.05,0.02,0.54,0.25,0.04,9.78,10.27,0.65,2.47,6.81,0.93,0.15,0.4,3.56,5.57,5.55,2.35,0.09,0.04,0.06,0.01,0,18.1,8.07,5.69,0.07,0,3.98,0.27,0
1180,30,1,"STILL PLAYING","Y",133,16.66,5.39,85.96,67.6,14.78,14.29,93.98,79.7,64.66,19.55,14.29,9.77,0.75,0,0,3.76,5.26,14.29,3.76,1.5,15.04,8.27,9.77,8.27,2.26,23.31,3.01,7.52,5.26,3.01,2.26,0,15.79,0,15.79,3.76,0,2.26,3.76,4.51,4.51,0,6.02,4.51,1.5,0,0,0,0,0,0,0,9.02,3.01,1.5,0,0,0,1.5,6.77,0.75,0,0.75,0,0.75,0,0,0.75,2.26,0,0.75,1.5,0,0,0.75,0,0,0,0,0,0,0,0,0,0.75,3.01,0,0,0,0.75,0,0,8.27,8.27,0.75,2.26,4.51,0.75,0,0,1.5,3.01,4.51,1.5,0.75,0,0.75,0,0,18.05,6.77,6.77,0,0,4.51,0,0
1181,1000,NA,"","N",760,12.74,93.71,56.92,50.53,13.82,15.13,92.76,78.95,63.82,21.05,13.82,4.61,5.26,0.66,0.66,2.63,7.24,17.11,5.26,3.29,12.5,10.53,9.21,7.89,0.66,19.08,6.58,4.61,11.18,7.89,2.63,0.66,11.18,0.66,10.53,1.97,0.66,1.97,0,3.29,2.63,1.32,3.29,2.63,0.66,1.32,0.66,0.66,0,0.66,0,0,15.13,2.63,1.97,0,0.66,0,0,13.82,0,0,0,1.97,0,0,0,0,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,1.32,0,0,0,1.32,0,0,10.53,13.16,0,3.29,8.55,1.32,0,1.32,0.66,7.24,2.63,2.63,0,0,0,0,0,12.5,7.24,1.32,0,0,1.97,1.97,0
